hsa-let-7b-5p,hsa-let-7d-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7i-5p,hsa-miR-100-5p,hsa-miR-106a-5p,hsa-miR-106b-5p,hsa-miR-107,hsa-miR-10a-5p,hsa-miR-10b-5p,hsa-miR-1228-3p,hsa-miR-1248,hsa-miR-1254,hsa-miR-1255a,hsa-miR-1258,hsa-miR-125a-5p,hsa-miR-126-3p,hsa-miR-1262,hsa-miR-127-3p,hsa-miR-1271-5p,hsa-miR-128-2,hsa-miR-1291,hsa-miR-1294,hsa-miR-130a-3p,hsa-miR-130b-3p,hsa-miR-132-3p,hsa-miR-133b,hsa-miR-135b-5p,hsa-miR-136-5p,hsa-miR-140-5p,hsa-miR-141-3p,hsa-miR-143-3p,hsa-miR-144-3p,hsa-miR-145-5p,hsa-miR-146a-5p,hsa-miR-146b-5p,hsa-miR-147b,hsa-miR-148a-3p,hsa-miR-148b-3p,hsa-miR-149-5p,hsa-miR-150-5p,hsa-miR-151a-3p,hsa-miR-152,hsa-miR-154-5p,hsa-miR-155-5p,hsa-miR-15a-5p,hsa-miR-15b-5p,hsa-miR-16-5p,hsa-miR-17-5p,hsa-miR-181c-5p,hsa-miR-182-5p,hsa-miR-183-5p,hsa-miR-184,hsa-miR-185-5p,hsa-miR-186-5p,hsa-miR-187-3p,hsa-miR-188-5p,hsa-miR-18a-5p,hsa-miR-18b-5p,hsa-miR-190a,hsa-miR-190b,hsa-miR-191-5p,hsa-miR-192-5p,hsa-miR-193a-3p,hsa-miR-193b-3p,hsa-miR-195-5p,hsa-miR-196b-5p,hsa-miR-197-3p,hsa-miR-1976,hsa-miR-199b-5p,hsa-miR-19a-3p,hsa-miR-200a-3p,hsa-miR-200b-3p,hsa-miR-200c-3p,hsa-miR-202-3p,hsa-miR-204-5p,hsa-miR-205-5p,hsa-miR-206,hsa-miR-20a-5p,hsa-miR-20b-5p,hsa-miR-21-5p,hsa-miR-2110,hsa-miR-212-3p,hsa-miR-214-3p,hsa-miR-215,hsa-miR-217,hsa-miR-22-3p,hsa-miR-221-3p,hsa-miR-222-3p,hsa-miR-223-3p,hsa-miR-224-5p,hsa-miR-23a-3p,hsa-miR-23b-3p,hsa-miR-23c,hsa-miR-25-3p,hsa-miR-26b-5p,hsa-miR-27a-3p,hsa-miR-27b-3p,hsa-miR-28-5p,hsa-miR-296-5p,hsa-miR-29a-3p,hsa-miR-29c-3p,hsa-miR-301a-3p,hsa-miR-301b,hsa-miR-30a-5p,hsa-miR-30b-5p,hsa-miR-30d-5p,hsa-miR-30e-5p,hsa-miR-31-5p,hsa-miR-3170,hsa-miR-3193,hsa-miR-32-5p,hsa-miR-320a,hsa-miR-320e,hsa-miR-326,hsa-miR-328,hsa-miR-330-3p,hsa-miR-331-3p,hsa-miR-335-5p,hsa-miR-339-5p,hsa-miR-33a-5p,hsa-miR-33b-5p,hsa-miR-340-5p,hsa-miR-342-3p,hsa-miR-345-5p,hsa-miR-346,hsa-miR-34a-5p,hsa-miR-34b-3p,hsa-miR-34c,hsa-miR-361-5p,hsa-miR-3615,hsa-miR-362-5p,hsa-miR-363-3p,hsa-miR-3648,hsa-miR-3651,hsa-miR-3652,hsa-miR-3687,hsa-miR-3690,hsa-miR-370,hsa-miR-372,hsa-miR-374a-5p,hsa-miR-374b-5p,hsa-miR-375,hsa-miR-378a-3p,hsa-miR-378c,hsa-miR-379-5p,hsa-miR-382-5p,hsa-miR-3909,hsa-miR-3917,hsa-miR-3941,hsa-miR-411-5p,hsa-miR-412,hsa-miR-421,hsa-miR-423-3p,hsa-miR-424-5p,hsa-miR-425-5p,hsa-miR-429,hsa-miR-431-5p,hsa-miR-432-5p,hsa-miR-4326,hsa-miR-433,hsa-miR-449a,hsa-miR-451a,hsa-miR-452-5p,hsa-miR-454-3p,hsa-miR-483-3p,hsa-miR-484,hsa-miR-486-5p,hsa-miR-491-5p,hsa-miR-493-3p,hsa-miR-494,hsa-miR-496,hsa-miR-497-5p,hsa-miR-502-5p,hsa-miR-505-3p,hsa-miR-517a-3p,hsa-miR-517b-3p,hsa-miR-518b,hsa-miR-532-5p,hsa-miR-543,hsa-miR-545-3p,hsa-miR-548e,hsa-miR-548q,hsa-miR-548s,hsa-miR-548v,hsa-miR-551a,hsa-miR-551b-3p,hsa-miR-570-3p,hsa-miR-574-3p,hsa-miR-577,hsa-miR-581,hsa-miR-582-5p,hsa-miR-584-5p,hsa-miR-590-5p,hsa-miR-592,hsa-miR-605,hsa-miR-607,hsa-miR-618,hsa-miR-625-5p,hsa-miR-628-3p,hsa-miR-629-5p,hsa-miR-636,hsa-miR-639,hsa-miR-643,hsa-miR-652-3p,hsa-miR-659-3p,hsa-miR-660-5p,hsa-miR-665,hsa-miR-671-5p,hsa-miR-675-5p,hsa-miR-708,hsa-miR-7-5p,hsa-miR-744-5p,hsa-miR-760,hsa-miR-766-3p,hsa-miR-877-5p,hsa-miR-92b-3p,hsa-miR-93-5p,hsa-miR-935,hsa-miR-940,hsa-miR-942,hsa-miR-944,hsa-miR-96-5p,hsa-miR-99a-5p,hsa-miR-99b-5p
14.390898,7.057852,9.240271,7.554528,8.555528,1.230597,0.939327,2.014869,9.187377,11.256275,14.455755,0.131972,0.520104,0.131972,2.0430865,1.520104,8.729114,8.38429,0.617399,9.805296,1.939327,5.693668,1.354365,1.141888,3.81556,1.918653,5.303846,0.593191167,0.3432129,4.026457,8.271952,9.599831,15.458347,2.148135,8.00392,4.544488,7.31452,0.761112,14.671769,8.3086,2.868027,6.594002,10.423575,7.456207,0.382601,7.509821,6.115955,8.828443,7.15343,6.812216,7.340283,16.20333,14.735796,8.679975,4.918653,5.294292,1.704529,1.354365,0.060673,1.03753725,1.148135,3.660585,6.950937,7.423712,9.040812,6.411612,4.346075,4.718884,6.740153,5.31806,11.055026,1.060673,9.990301,8.853056,12.412957,2.939327,1.354365,9.627678,1.454845333,4.924859,3.037952,17.833033,1.354365,0.868028,3.418224,0.230598,2.615261,16.265375,6.052194,3.126762,4.435712,0.230598,10.271192,8.097533,1.939327,13.776862,6.827201,8.840802,8.216123,12.18911,1.354365,10.886824,10.581905,1.060673,0.8328585,16.056103,6.788593,12.313079,13.910236,1.354365,1.939327,2.0608636,3.014869,9.6119,2.939327,3.346075,2.842032,7.306225,3.435712,3.95549,2.842032,0.520104,0.868028,3.906162,7.784333,1.060673,2.939327,6.118664,1.354365,2.868027,9.491386,2.645635,0.761112,4.828857,2.939327,4.148135,0.354365,1.939327,1.354365,3.520104,1.295926625,9.329214,3.761112,15.494559,5.322767,1.939327,9.669158,3.880851,1.942572857,0.520104,2.939327,1.704529,2.943315,0.382601,6.387102,3.660585,6.733098,5.615261,3.675382,2.270126,2.675382,0.617399,0.354365,3.503616,1.704529,0.761112,1.939327,5.909295,2.645635,0.382601,2.230597,0.402471333,0.230598,4.060672,0.520104,2.148135,1.939327,1.939327,2.439327,8.74936,0.939327,2.939327,1.7438712,1.776447167,1.512286833,1.939327,2.939327,0.03824325,2.0430865,4.931037,0.060673,2.2930865,7.5744,5.289491,1.918653,0.131972,1.9883498,2.939327,2.939327,8.400522,2.842032,6.717097,1.980179333,0.939327,1.939327,4.270126,0.060673,3.943315,1.629337857,2.615261,0.131972,2.486937,2.539327,5.121368,3.704529,3.08304,0.520104,7.390469,11.535582,1.939327,0.9921524,1.3826,0.967563,4.327459,9.649621,14.268983
13.823612,9.944049,10.887904,9.689084,9.740113,1.803475,3.854101,3.133624,8.61744,10.806692,13.986384,1.761655,1.00388,1.00388,0.374632,0.481547,11.347722,12.292406,3.325814,10.698206,2.455552,5.185945,2.325807,1.325807,6.199713,4.813744,5.671372,0.155883,1.99612,5.654332,8.686118,10.800413,15.4744,4.281523,11.613955,7.079334,8.434912,0.99612,15.168028,8.449803,9.852701,10.564647,10.009862,8.637088,3.100457,9.237389,7.576567,7.36855,9.56901,9.26735,6.59752,14.929949,13.512079,3.318048,5.572038,7.758336,2.864017,2.718586,3.718586,0.481547,1.674192,2.844117,10.778463,9.651293,8.854412,8.381551,5.303549,8.296244,9.012093,3.244048,13.056056,4.751008,10.063824,10.159141,12.754698,3.325814,0.481547,9.284986,0.338717556,7.787934,2.166045,18.167989,0.259154,1.481547,6.529061,1.844117,3.083583,16.532835,7.599747,6.576567,7.302638,3.402113,12.820363,10.288902,1.00388,12.449545,10.231656,12.016441,10.701666,12.160744,3.100457,12.470663,10.69682,4.189892,0.00388,13.254819,8.246419,10.707357,13.776322,3.332404,2.69656,2.325807,4.950317,8.938342,1.325807,7.210439,6.36419,5.014042,6.81885,6.346618,6.719952,7.703479,3.873865,4.599005,10.050996,5.391869,3.325814,8.185945,1.959594,2.959595,9.021814,3.455552,3.873865,2.42908,1.532173,5.966514,0.761655,2.325807,1.325807,3.823939,2.325807,9.147898,5.800897,14.856514,6.221087,1.325807,9.378528,4.657186,0.155883,0.155883,1.743087375,3.100457,3.415659,1.259155,7.37116,8.052487,8.726081,7.965363,3.707615,2.940979,2.903011,1.318048,0.374632,7.503122,3.959594,4.057897,3.014042,6.686817,5.732184,1.374632,4.487973,0.581083,0.99612,5.737587,2.823939,5.991605,1.740847,1.740847,1.474499889,8.560651,0.761655,0.325807,1.325807,3.325814,2.325807,2.325807,1.686376222,1.581083,0.740844,7.830907,0.740844,1.00388,7.320751,4.228781,4.513396,2.99612,0.518453,1.740847,3.325814,10.825685,5.162032,6.367679,1.325807,1.00388,0.325807,5.281523,1.197754,4.402113,1.00388,3.707615,4.803475,7.157,0.844117,5.613771,1.133624,3.940979,0.761655,6.197754,10.76794,0.481547,3.031744,2.959595,0.581083,5.405511,8.999217,17.01568
14.595521,9.459324,10.944162,8.967842,10.979379,0.422234,3.1592,3.837272,9.300796,10.290542,14.350691,1.837272,5.631688,3.007197,0.013856,0.422234,10.602972,9.867249,2.422234,11.217462,3.229589,6.537711,0.7370625,1.162728,5.644627,5.06609,6.168189,0.422234,0.162728,6.360834,8.647843,10.043676,14.963875,5.509697,9.858252,5.631688,9.603801,1.644626,16.42666,8.877561,6.017181,4.966555,11.147032,9.321088,3.360834,8.736629,6.605456,8.393778,9.376431,8.969129,6.537711,14.831559,14.186933,1.837272,6.368653,8.625174,8.21665,1.837272,2.744162,0.379753125,1.837272,0.162728,11.30615,8.598823,9.73209,9.303858,5.104058,11.487426,10.211768,3.360834,12.86768,3.924735,9.933328,8.634933,12.74679,0.770465556,1.162728,12.358627,0.19490775,7.321088,0.162728,18.137162,2.296703,2.422234,5.481128,0.162728,6.625174,16.507112,6.997143,6.220976,6.908734,9.419414,12.847975,10.619861,1.162728,12.853906,9.337118,11.006884,9.853384,12.709369,2.1592,11.587769,8.583786,4.592159,1.644626,11.49325,7.242413,11.885248,13.237417,2.422234,2.007197,1.162728,4.391861,9.161452,0.162728,6.625174,6.707636,5.360834,5.719915,5.391861,5.631688,3.007197,2.422234,4.085199,7.558371,6.502608,0.787728,7.259337,1.162728,2.296703,9.293626,2.007197,2.1592,2.007197,4.837272,6.870695,1.1592,1.837272,0.134407333,4.229589,0.0322595,9.826666,5.956213,12.660042,7.618631,1.422234,10.597992,5.837272,0.422234,0.422234,1.162728,3.537712,3.744162,2.537712,8.437185,8.376431,10.570711,6.429729,4.451982,3.1592,3.791468,0.837272,1.162728,7.48473,9.214482,4.1592,1.837272,6.544631,5.881666,2.837272,5.263537,2.007197,2.296703,5.466628,2.422234,6.122674,2.007197,2.007197,1.837272,8.551517,1.1592,1.644626,1.162728,0.301074,0.837272,0.837272,2.537712,0.837272,0.412728,7.897968,0.837272,0.162728,6.337118,8.349024,4.391861,0.422234,0.160259778,1.162728,0.837272,7.429729,5.085199,8.082824,0.496061333,0.134407167,0.162728,6.05644,1.422234,3.837272,1.1592,3.422234,3.592159,4.903361,0.162728,4.122674,3.537712,5.246663,2.007197,7.544631,11.911079,1.097507429,4.670162,4.085199,3.296703,4.122674,8.915423,16.666462
14.898324,9.42183,10.55885,9.250003,10.373104,2.339681,1.702251,3.232766,8.273793,10.3541,14.144532,0.854254,0.467673,0.532326,0.467673,1.854254,10.687144,11.109047,0.532326,11.188751,1.702251,5.287214,0.117288,1.181958714,6.040121,4.313686,5.958591,0.117288,1.339681,6.339681,8.797941,10.350509,15.954949,6.197662,10.712546,6.396512,8.864363,1.702251,15.379347,9.339681,6.063708,8.382513,10.854818,9.296368,3.439217,8.145195,5.702251,6.457139,8.713478,8.55885,6.408843,14.721552,13.012485,1.467673,5.532326,8.427144,2.117289,1.339681,2.117289,0.467673,1.991758,3.661609,10.232332,9.34129,8.048026,6.799113,5.451189,9.210046,8.719678,3.390307,13.293462,3.339681,9.4697,8.431683,12.984889,1.117289,0.854254,10.02117,0.178302,6.682073,4.147036,18.160677,0.532326,1.339681,6.124783,0.467673,2.780254,16.089737,5.619789,4.640851,5.147036,0.854254,12.027806,10.66354,1.467673,12.591502,9.079221,9.500273,9.138731,12.259821,0.854254,11.265341,9.480693,3.889878,0.854254,16.246672,7.854254,12.086315,14.105529,3.991758,1.854254,1.014826714,4.836107,8.982506,1.467673,6.707252,6.571245,6.040121,5.924644,4.941717,4.509606,3.287214,0.117288,3.991758,9.34129,4.439217,0.467673,6.717201,1.702251,2.702251,8.640851,2.117289,2.439217,4.260247,1.117289,4.741779,0.394553,0.644553125,0.854254,4.414969,0.117288,9.51532,5.770731,14.343324,5.313686,0.467673,9.849739,5.287214,1.467673,0.117288,0.955535714,3.532326,0.467673,1.532326,8.533734,7.135952,8.260247,6.109755,4.024179,3.232766,3.176182,1.532326,0.257585571,7.384075,2.117289,3.619789,3.287214,6.7755,6.048026,2.924644,4.682073,0.532326,1.532326,5.509606,2.117289,4.836107,1.467673,1.467673,0.967673,8.366797,1.467673,0.117288,1.467673,1.467673,1.467673,2.117289,1.467673,1.117289,0.467673,6.854254,0.467673,0.117288,5.543553,4.924644,3.889878,0.854254,0.717130444,1.217673,1.702251,8.316961,6.480693,6.971118,1.467673,0.958233,0.117288,7.158035,0.467673,3.176182,0.117288,3.486522,6.50387,6.00806,0.896244429,5.609142,3.439217,3.439217,0.117288,6.954391,11.201876,2.924644,2.991758,3.532326,0.854254,4.086915,10.686511,16.166066
13.735977,8.588671,10.985918,8.406125,9.605944,2.8179,1.049225,0.246231,8.147257,11.367433,15.944832,0.101693,0.898307,1.705665,1.120699,0.616265,9.990762,10.136786,0.535737,10.453263,0.705662,5.288691,0.005222,2.376995,4.035805,2.248534,6.271618,1.383733,1.120699,3.894251,9.513052,10.263814,16.2148,4.716403,9.270365,5.99651,8.369483,0.535737,14.305363,7.90444,5.164702,6.972938,10.913239,8.473314,2.022258,7.666659,6.186121,6.899817,8.006005,7.162389,6.001697,14.301792,12.770451,2.075698,5.800149,6.607221,0.101693,0.898307,0.535737,1.873236222,0.8793,1.201229,7.532742,7.78067,7.991305,4.152319,5.130388,7.120092,6.047555,2.271618,11.360679,1.101692,2.703729,2.8179,13.587459,0.75377,0.542265,4.728966,0.246231,5.461756,0.535737,18.564238,0.542265,1.65189,4.790193,1.616266,2.248534,15.957847,5.397626,3.745549,5.604951,0.75377,11.07498,8.69121,1.383733,12.394713,8.434209,9.5012,8.946959,11.613798,0.705662,11.701606,11.367475,0.005222,1.8468685,15.325622,6.884925,11.793218,13.588097,0.686656,0.898307,2.705665,2.753769,9.760669,0.383735,5.186121,4.894251,5.085501,3.327761,5.183081,3.464263,1.65189,1.616266,4.584357,7.116112,1.338732,2.3941825,6.513506,0.383735,3.088754,8.672633,1.381801,2.271618,1.65189,0.8179,4.387095,3.705665,1.705665,0.246231,3.49401,0.535737,9.847007,4.745549,9.380142,6.368479,0.898307,9.927787,4.551726,2.705665,1.383733,0.535737,3.101693,1.383733,1.294338,5.788193,6.25144,5.535129,0.005222,3.542265,2.686655,0.294338,0.75377,3.705665,5.19822,3.127228,0.938194,1.938194,5.405473,4.469263,0.101693,3.848927,0.005222,1.049225,4.095238,2.049225,3.848927,3.038998333,3.038998333,1.79832425,8.63196,0.246231,1.705665,2.120702,2.705665,2.797895444,2.705665,2.667903444,0.535737,3.705665,5.91639,0.6004712,1.705665,6.69735,5.860392,2.176981,1.101692,2.120702,2.705665,2.705665,7.019704,3.39237,5.561124,2.49794175,2.120702,1.705665,4.397626,0.005222,4.213201,2.120702,2.225075,4.008583,4.923694,0.246231,3.464263,0.246231,1.686655,1.705665,6.304166,10.408568,1.705665,1.101692,0.616265,0.101693,2.8179,9.860511,14.803579
13.875353,9.309623,9.729071,8.960494,9.957114,3.221276,1.221276,3.221276,8.848202,10.454496,15.892375,1.363687,1.363687,0.636313,0.363687,2.221276,10.42951,13.571064,0.363687,10.058904,2.543204,5.079257,0.958242,0.363687,6.669737,2.543204,5.723776,2.336753,1.393883,4.921716,10.700046,2.336753,16.766934,8.962743,12.689476,4.940094,6.680708,0.485143444,14.629672,7.312271,5.062578,9.800592,10.853666,8.60354,1.806239,5.835986,6.350559,5.658681,8.17741,8.226901,4.744838,10.058378,8.118113,2.443668,5.835986,8.376094,1.363687,1.363687,1.958242,0.221276,2.636314,1.363687,8.371023,7.440445,11.163057,7.962743,6.377781,8.144108,8.952595,3.095745,11.970587,3.884241,1.636314,1.958242,6.020018,0.363687,2.884241,6.555177,0.590159,6.926332,5.175472,13.610728,0.636313,1.363687,4.364234,4.417673,4.723776,17.3224,5.958242,5.062578,6.572952,7.374406,12.309623,9.83107,0.363687,12.714965,9.408628,9.124154,9.149054,12.738207,2.543204,11.36742,9.832301,2.336753,0.34244625,15.578874,7.806239,12.617256,14.005229,1.7342521,1.363687,0.221276,2.221276,9.948062,1.363687,8.225028,7.593416,4.636314,5.206169,9.320185,4.940094,2.884241,1.443669,3.884241,5.874718,3.806239,1.363687,6.613594,0.958242,0.958242,9.156932,1.443669,4.159876,5.011353,1.363687,7.35399,0.432859833,0.766193167,0.502032667,4.028631,0.613687,8.567051,5.112047,6.930934,10.681732,1.958242,9.272938,4.095745,0.363687,0.363687,0.835366,2.221276,0.221276,0.636313,7.364234,3.845767,6.087525,1.363687,4.702403,3.221276,1.958242,1.221276,0.307641429,10.254699,8.534159,2.221276,5.531131,6.806239,11.398696,1.443669,0.958242,0.221276,0.221276,6.944653,3.095745,5.691596,0.863687,0.863687,1.363687,9.198556,1.363687,0.237872167,0.8466944,1.363687,0.958242,0.363687,0.763687,4.723776,0.625126143,7.387858,1.363687,0.221276,6.680708,8.26567,2.221276,0.2562805,0.221276,1.363687,0.363687,7.360827,5.26567,6.322814,1.363687,0.851549429,0.237872167,6.729071,0.363687,3.59051,0.363687,1.443669,8.206169,3.159876,0.221276,5.506678,1.806239,2.221276,0.221276,5.294525,10.969189,1.958242,0.636313,2.543204,0.221276,1.363687,10.964989,15.412438
14.862282,8.788682,9.68229,8.152054,9.825166,3.813524,0.865992,2.1461,9.1921,10.423592,15.688989,2.941365,1.941365,1.356402,1.941365,4.53437,10.119839,12.346746,0.058637,10.623263,1.813524,4.566431,0.380564,1.356402,6.729293,2.582199,6.716848,1.228562,1.306564,4.398487,10.6922,8.286854,16.954125,8.328348,12.680488,5.582199,7.825166,1.941365,14.768818,7.164545,7.693448,9.614903,10.761459,8.001151,2.416189,6.857918,5.935154,5.989374,7.624691,8.46431,6.704295,12.618223,10.382958,0.134008,4.731062,7.670584,4.069864,2.941365,1.518068,1.356402,1.702493,0.356401,7.889944,6.662263,8.965527,6.177578,6.607459,7.169772,8.303595,3.228562,12.033589,2.582199,7.674266,7.693448,11.84817,0.865992,4.759076,12.801341,0.643599,7.335924,3.433676,14.725568,0.380564,1.146099,4.878816,1.146099,4.081005,16.209559,7.716848,6.050159,7.237302,4.493265,12.32937,10.089993,1.356402,13.474312,9.041987,9.57113,9.646649,13.102583,2.813524,12.316356,10.236212,1.582199,1.194203875,16.211974,8.610825,13.278297,14.065784,2.839996,1.356402,1.356402,2.55049,10.29734,0.619435,6.800104,6.702493,5.316025,4.218508,6.277805,4.218508,1.865992,0.356401,2.813524,6.513964,3.081004,1.941365,7.191779,1.380565,3.325423,9.259842,2.18792,3.450954,4.362417,1.941365,5.597796,1.356402,2.941365,0.941362,3.904127,0.134008,8.770734,5.779736,11.775188,7.481753,0.356401,10.391792,4.484902,1.356402,1.941365,1.754883125,2.94128,3.325423,0.619435,6.753865,4.786557,6.413988,3.786557,4.124726,3.673347,0.518069,1.759077,2.941365,10.538543,5.297041,1.058637,3.786557,5.124726,10.53285,2.012833,1.518068,0.518069,0.228561,7.37718,2.613226,5.677022,1.8470035,2.941365,1.356402,9.443151,0.619435,1.230391889,2.941365,1.941365,2.941365,1.356402,0.941362,1.643599,1.941365,7.580237,0.058637,1.356402,6.87402,7.915062,2.103031,0.7970501,0.518069,0.619435,2.941365,7.754735,2.989374,6.540436,1.941365,1.176456333,0.619435,5.172379,0.058637,4.287455,0.643599,2.18792,6.548485,3.597795,1.941365,5.024421,0.134008,2.613226,1.941365,5.651094,11.339408,1.813524,0.518069,2.26809,2.344039,0.228561,12.332578,14.970953
15.250936,8.908501,10.032467,8.767519,9.732629,3.473409,0.94734,1.588886,8.990203,10.464852,15.47447,0.551412,0.210375,3.696508,1.51299,3.695802,9.925421,11.799901,0.110839,11.073012,1.918194,5.632159,0.374587,1.696517,5.995228,2.369573,6.658835,1.257681,1.729749,3.80333,10.88739,8.355712,17.785491,7.532904,12.153598,6.41462,7.701159,2.111552,14.717381,7.543679,6.602692,9.683269,11.564367,9.169797,3.186127,7.751084,5.789313,7.177697,7.857113,8.038194,6.336907,12.224511,9.891496,0.526591,4.678524,7.328624,2.084844,1.696517,1.110839,1.374587,3.292169,0.551412,8.002189,6.323075,9.682456,5.710752,7.701693,6.925536,8.285051,2.695801,11.933581,2.136374,7.183067,7.687188,11.78399,1.762916,4.700089,12.08169,1.374587,6.64222,1.625412,15.417445,0.762916,1.975909,5.328624,3.280764,3.661036,16.076987,8.081972,5.275028,8.073735,5.110839,12.239179,10.27978,1.111555,13.320173,9.892316,10.553486,10.841673,12.761057,2.084844,13.997747,12.14988,0.390947,1.96424075,15.90022,9.259134,12.516436,14.313952,2.369573,1.696517,0.889161,4.353333,9.589609,0.003923,6.76803,5.910814,5.237175,3.123663,8.203219,3.932841,1.858073,1.111555,3.358766,6.295006,1.390947,1.111555,7.289326,0.237085,3.336907,9.472313,1.110839,2.87334,2.858073,1.696517,6.725549,2.111552,2.1394342,0.696515,3.303484,2.696517,10.810597,6.493309,11.939995,7.915431,0.390947,11.425867,5.078271,1.111555,1.696517,3.696508,3.880913,3.084844,0.473409,6.722391,4.725549,5.94734,4.325852,3.888447,3.96882,0.551412,1.110839,2.696517,10.315323,7.499471,0.625412,3.616367,4.783264,8.065035,1.058372,1.473409,1.058372,1.161465,6.894071,3.234221,5.432767,3.696508,3.696508,2.111552,9.015581,0.625412,3.696508,2.130653,1.111555,2.111552,2.696517,3.696508,2.512938,3.696508,7.109228,0.111553,2.807625111,6.264934,6.857113,2.746428,1.069953889,0.110839,1.374587,1.374587,7.484636,2.453231,6.619766,2.553691222,1.8065038,2.696517,5.094647,2.111552,4.682862,0.111553,2.432767,5.101146,3.712875,2.696517,5.101146,0.237085,2.136374,0.237085,5.795337,10.293056,1.058372,0.111553,1.918194,3.245999,1.512937,12.009386,14.328467
15.486323,9.294083,10.983485,9.86579,9.969954,3.395963,2.184459,3.636971,9.113328,10.247428,14.096048,2.063469,0.478507,1.063469,0.478507,1.743886,11.119236,12.936707,1.106456,12.032999,3.065814,5.412265,2.936531,2.063469,7.811513,3.936531,8.634368,0.521494,3.608957,7.039819,9.796842,9.94531,17.485451,8.138655,13.011133,6.840413,9.871696,1.063469,15.707718,8.800717,6.136204,9.080552,11.170301,9.08945,5.601867,7.267448,6.517732,7.755113,9.188014,8.560413,6.271922,13.626311,11.509705,1.521494,4.980925,8.972018,1.636971,1.106456,2.328849,2.063469,2.794512,2.580387,10.171049,10.675257,8.83362,6.483426,7.900872,10.671452,8.847174,2.395963,12.810888,4.086278,8.71871,8.965818,12.661578,1.843422,4.913811,14.443722,0.521494,7.052875,3.258459,15.562868,1.258459,4.819174,5.543862,2.580387,4.106456,15.504302,7.418331,6.75671,7.111457,4.958899,11.800234,10.296281,0.063469,12.649488,10.796066,10.298475,9.839283,12.496386,4.294083,12.851477,10.458622,3.258459,0.478507,16.256732,9.792957,12.720962,14.284499,4.831349,0.936531,2.063469,4.345922,9.662323,0.478507,8.461073,7.771002,4.717891,5.743886,7.908075,4.902315,3.551241,2.023994,4.362796,8.402098,4.650777,2.063469,7.49112,2.395963,4.691419,9.025982,0.521494,3.065814,4.506387,1.395963,6.258459,2.063469,2.063469,1.453263111,5.867269,0.478507,9.445811,6.47569,11.493157,7.410237,2.063469,12.013681,7.101438,2.063469,0.936531,2.063469,5.873169,1.843422,1.936531,7.794512,9.981608,7.783589,5.558583,5.249414,5.311571,1.106456,2.743886,1.063469,10.570662,5.362796,3.258459,5.536444,6.483426,8.346983,2.980925,4.379475,4.276381,2.691419,7.829833,3.258459,5.78828,0.063469,0.063469,0.478507,9.185645,2.980925,0.063469,0.478507,1.1142837,0.478507,0.936531,0.478507,1.258459,2.063469,8.077361,2.184459,0.25846,6.543862,6.558583,3.936531,0.478507,0.25846,1.231040889,2.063469,8.15691,5.371159,6.081189,2.063469,2.063469,2.063469,5.258459,0.25846,4.276381,1.258459,3.106456,7.24487,5.285259,2.063469,5.925216,0.063469,3.936531,1.063469,6.013347,10.822418,1.063469,1.743886,1.743886,2.980925,3.691419,12.051168,15.177313
14.148663,9.220662,10.520695,9.720633,9.990722,6.096738,1.970205,3.994052,9.142799,10.585651,15.190362,3.192598,1.936685,1.936685,0.936685,2.818202,10.107025,13.701779,0.307598778,9.054836,2.385243,5.161347,0.736408778,0.351722,5.617903,2.818202,5.420867,3.994052,1.4860919,4.253139,9.915454,2.063314,18.175407,10.473501,13.456001,5.594696,5.864214,0.717324,14.420007,8.46952,5.320702,9.369946,10.75876,8.99848,2.455632,6.243224,6.991093,8.376198,9.979194,8.192598,4.085682,11.305893,9.03342,0.9014169,6.389744,9.09536,1.936685,1.970205,3.348717,2.455632,4.311242,1.936685,9.405389,7.55717,10.39619,7.980687,6.714366,9.444858,9.017511,3.489579,12.005096,3.420867,0.385242,0.648277,4.438354,0.648277,3.311242,6.074542,4.150777,6.590792,5.447019,13.113163,1.970205,1.870669,4.933679,5.161347,2.063314,16.916728,6.129404,5.161347,7.995529,8.318343,11.937912,10.008758,1.936685,13.046174,10.770242,9.949392,9.722865,11.820079,2.707171,11.755494,10.282786,2.87067,1.936685,15.681822,8.932908,12.089233,14.104525,1.982795,0.351722,1.936685,4.63317,9.474826,0.351722,8.858543,7.56714,4.311242,4.896205,10.570366,5.23324,2.311242,0.870669,5.107709,6.091221,4.367095,0.936685,5.074542,0.870669,0.648277,8.904092,1.522746,4.129404,6.23324,1.936685,8.245709,1.113564625,1.936685,0.55491,2.707171,1.936685,10.090529,6.118597,4.213062,9.639326,1.648277,9.091221,3.385243,0.936685,0.695582444,1.436685,2.385243,0.936685,1.522746,6.924401,7.107709,8.218133,4.744851,2.970205,2.311242,0.648277,1.522746,0.221997143,12.945241,8.502106,2.150777,4.77756,7.091221,11.799717,3.455632,0.648277,1.970205,0.385242,6.674339,2.23324,5.811507,1.870669,1.870669,1.648277,8.824866,0.351722,1.23324,1.649466889,0.936685,0.351722,0.063315,0.936685,5.784414,0.063315,8.043454,1.936685,0.063315,6.551155,7.373927,3.455632,0.617075444,0.063315,0.936685,1.2196924,6.674339,6.442693,4.896205,1.936685,1.29044425,0.575030833,7.06613,0.6257098,4.213062,0.351722,2.063314,6.847949,4.73574,2.150777,5.54713,0.385242,3.150777,0.870669,5.481167,10.899759,0.870669,1.970205,3.23324,1.23324,1.23324,10.587856,15.006081
